OTU,Sample,Abundance,ID,Day,Type,Sites,Treatment,Treatment1,Treatment2,Group,Domain,Phylum,Class,Order,Family,Genus,Species,taxa_OTU,order_OTU
EU132857.1.1296,D21.04,6,D21.04,21,DNA,D21(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micromonosporales,D_4__Micromonosporaceae,D_5__Actinoplanes,D_6__uncultured bacterium,EU132857.1.1296,02: g_Actinoplanes
EU132857.1.1296,D21.01,4,D21.01,21,DNA,D21(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micromonosporales,D_4__Micromonosporaceae,D_5__Actinoplanes,D_6__uncultured bacterium,EU132857.1.1296,02: g_Actinoplanes
EU132857.1.1296,D21.16,0,D21.16,21,DNA,D21(10kPa-N),No_Urea_10kPa,Without urea,10kPa,LM,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micromonosporales,D_4__Micromonosporaceae,D_5__Actinoplanes,D_6__uncultured bacterium,EU132857.1.1296,02: g_Actinoplanes
EU132857.1.1296,D21.11,0,D21.11,21,DNA,D21(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,HM,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micromonosporales,D_4__Micromonosporaceae,D_5__Actinoplanes,D_6__uncultured bacterium,EU132857.1.1296,02: g_Actinoplanes
EU132857.1.1296,D21.10,0,D21.10,21,DNA,D21(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,HM,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micromonosporales,D_4__Micromonosporaceae,D_5__Actinoplanes,D_6__uncultured bacterium,EU132857.1.1296,02: g_Actinoplanes
EU132857.1.1296,D21.09,0,D21.09,21,DNA,D21(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,HM,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micromonosporales,D_4__Micromonosporaceae,D_5__Actinoplanes,D_6__uncultured bacterium,EU132857.1.1296,02: g_Actinoplanes
EU132857.1.1296,D35.06,1121,D35.06,35,DNA,D35(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micromonosporales,D_4__Micromonosporaceae,D_5__Actinoplanes,D_6__uncultured bacterium,EU132857.1.1296,02: g_Actinoplanes
EU132857.1.1296,D35.05,913,D35.05,35,DNA,D35(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micromonosporales,D_4__Micromonosporaceae,D_5__Actinoplanes,D_6__uncultured bacterium,EU132857.1.1296,02: g_Actinoplanes
EU132857.1.1296,D35.07,540,D35.07,35,DNA,D35(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micromonosporales,D_4__Micromonosporaceae,D_5__Actinoplanes,D_6__uncultured bacterium,EU132857.1.1296,02: g_Actinoplanes
EU132857.1.1296,D35.02,9,D35.02,35,DNA,D35(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micromonosporales,D_4__Micromonosporaceae,D_5__Actinoplanes,D_6__uncultured bacterium,EU132857.1.1296,02: g_Actinoplanes
EU132857.1.1296,D35.03,8,D35.03,35,DNA,D35(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micromonosporales,D_4__Micromonosporaceae,D_5__Actinoplanes,D_6__uncultured bacterium,EU132857.1.1296,02: g_Actinoplanes
EU132857.1.1296,D35.01,7,D35.01,35,DNA,D35(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micromonosporales,D_4__Micromonosporaceae,D_5__Actinoplanes,D_6__uncultured bacterium,EU132857.1.1296,02: g_Actinoplanes
EU132857.1.1296,D63.07,920,D63.07,63,DNA,D63(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micromonosporales,D_4__Micromonosporaceae,D_5__Actinoplanes,D_6__uncultured bacterium,EU132857.1.1296,02: g_Actinoplanes
EU132857.1.1296,D63.05,720,D63.05,63,DNA,D63(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micromonosporales,D_4__Micromonosporaceae,D_5__Actinoplanes,D_6__uncultured bacterium,EU132857.1.1296,02: g_Actinoplanes
EU132857.1.1296,D63.06,710,D63.06,63,DNA,D63(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micromonosporales,D_4__Micromonosporaceae,D_5__Actinoplanes,D_6__uncultured bacterium,EU132857.1.1296,02: g_Actinoplanes
EU132857.1.1296,D63.03,3,D63.03,63,DNA,D63(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micromonosporales,D_4__Micromonosporaceae,D_5__Actinoplanes,D_6__uncultured bacterium,EU132857.1.1296,02: g_Actinoplanes
EU132857.1.1296,D63.02,2,D63.02,63,DNA,D63(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micromonosporales,D_4__Micromonosporaceae,D_5__Actinoplanes,D_6__uncultured bacterium,EU132857.1.1296,02: g_Actinoplanes
EU132857.1.1296,D63.01,2,D63.01,63,DNA,D63(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micromonosporales,D_4__Micromonosporaceae,D_5__Actinoplanes,D_6__uncultured bacterium,EU132857.1.1296,02: g_Actinoplanes
EU132857.1.1296,D63.11,1,D63.11,63,DNA,D63(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,HM,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micromonosporales,D_4__Micromonosporaceae,D_5__Actinoplanes,D_6__uncultured bacterium,EU132857.1.1296,02: g_Actinoplanes
EU132857.1.1296,D63.09,0,D63.09,63,DNA,D63(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,HM,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micromonosporales,D_4__Micromonosporaceae,D_5__Actinoplanes,D_6__uncultured bacterium,EU132857.1.1296,02: g_Actinoplanes
EU132857.1.1296,D63.14,0,D63.14,63,DNA,D63(10kPa-N),No_Urea_10kPa,Without urea,10kPa,LM,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micromonosporales,D_4__Micromonosporaceae,D_5__Actinoplanes,D_6__uncultured bacterium,EU132857.1.1296,02: g_Actinoplanes
EU132857.1.1296,D63.10,0,D63.10,63,DNA,D63(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,HM,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micromonosporales,D_4__Micromonosporaceae,D_5__Actinoplanes,D_6__uncultured bacterium,EU132857.1.1296,02: g_Actinoplanes
EU132857.1.1296,D63.13,0,D63.13,63,DNA,D63(10kPa-N),No_Urea_10kPa,Without urea,10kPa,LM,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micromonosporales,D_4__Micromonosporaceae,D_5__Actinoplanes,D_6__uncultured bacterium,EU132857.1.1296,02: g_Actinoplanes
EU132857.1.1296,D63.15,0,D63.15,63,DNA,D63(10kPa-N),No_Urea_10kPa,Without urea,10kPa,LM,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micromonosporales,D_4__Micromonosporaceae,D_5__Actinoplanes,D_6__uncultured bacterium,EU132857.1.1296,02: g_Actinoplanes
JN037907.1.1328,D0.08,1,D0.08,0,DNA,D0(10kPa+N),Urea_10kPa,With urea,10kPa,,D_0__Bacteria,D_1__Bacteroidetes,D_2__Cytophagia,D_3__Cytophagales,D_4__Cytophagaceae,D_5__uncultured,D_6__uncultured Bacteroidetes bacterium,JN037907.1.1328,03: f_Cytophagaceae
JN037907.1.1328,D0.09,1,D0.09,0,DNA,D0(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,,D_0__Bacteria,D_1__Bacteroidetes,D_2__Cytophagia,D_3__Cytophagales,D_4__Cytophagaceae,D_5__uncultured,D_6__uncultured Bacteroidetes bacterium,JN037907.1.1328,03: f_Cytophagaceae
JN037907.1.1328,D0.03,0,D0.03,0,DNA,D0(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,,D_0__Bacteria,D_1__Bacteroidetes,D_2__Cytophagia,D_3__Cytophagales,D_4__Cytophagaceae,D_5__uncultured,D_6__uncultured Bacteroidetes bacterium,JN037907.1.1328,03: f_Cytophagaceae
JN037907.1.1328,D0.05,0,D0.05,0,DNA,D0(10kPa+N),Urea_10kPa,With urea,10kPa,,D_0__Bacteria,D_1__Bacteroidetes,D_2__Cytophagia,D_3__Cytophagales,D_4__Cytophagaceae,D_5__uncultured,D_6__uncultured Bacteroidetes bacterium,JN037907.1.1328,03: f_Cytophagaceae
JN037907.1.1328,D0.02,0,D0.02,0,DNA,D0(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,,D_0__Bacteria,D_1__Bacteroidetes,D_2__Cytophagia,D_3__Cytophagales,D_4__Cytophagaceae,D_5__uncultured,D_6__uncultured Bacteroidetes bacterium,JN037907.1.1328,03: f_Cytophagaceae
JN037907.1.1328,D0.07,0,D0.07,0,DNA,D0(10kPa+N),Urea_10kPa,With urea,10kPa,,D_0__Bacteria,D_1__Bacteroidetes,D_2__Cytophagia,D_3__Cytophagales,D_4__Cytophagaceae,D_5__uncultured,D_6__uncultured Bacteroidetes bacterium,JN037907.1.1328,03: f_Cytophagaceae
JN037907.1.1328,D0.13,0,D0.13,0,DNA,D0(10kPa-N),No_Urea_10kPa,Without urea,10kPa,,D_0__Bacteria,D_1__Bacteroidetes,D_2__Cytophagia,D_3__Cytophagales,D_4__Cytophagaceae,D_5__uncultured,D_6__uncultured Bacteroidetes bacterium,JN037907.1.1328,03: f_Cytophagaceae
JN037907.1.1328,D0.15,0,D0.15,0,DNA,D0(10kPa-N),No_Urea_10kPa,Without urea,10kPa,,D_0__Bacteria,D_1__Bacteroidetes,D_2__Cytophagia,D_3__Cytophagales,D_4__Cytophagaceae,D_5__uncultured,D_6__uncultured Bacteroidetes bacterium,JN037907.1.1328,03: f_Cytophagaceae
JN037907.1.1328,D0.01,0,D0.01,0,DNA,D0(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,,D_0__Bacteria,D_1__Bacteroidetes,D_2__Cytophagia,D_3__Cytophagales,D_4__Cytophagaceae,D_5__uncultured,D_6__uncultured Bacteroidetes bacterium,JN037907.1.1328,03: f_Cytophagaceae
JN037907.1.1328,D0.10,0,D0.10,0,DNA,D0(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,,D_0__Bacteria,D_1__Bacteroidetes,D_2__Cytophagia,D_3__Cytophagales,D_4__Cytophagaceae,D_5__uncultured,D_6__uncultured Bacteroidetes bacterium,JN037907.1.1328,03: f_Cytophagaceae
JN037907.1.1328,D0.14,0,D0.14,0,DNA,D0(10kPa-N),No_Urea_10kPa,Without urea,10kPa,,D_0__Bacteria,D_1__Bacteroidetes,D_2__Cytophagia,D_3__Cytophagales,D_4__Cytophagaceae,D_5__uncultured,D_6__uncultured Bacteroidetes bacterium,JN037907.1.1328,03: f_Cytophagaceae
JN037907.1.1328,D0.11,0,D0.11,0,DNA,D0(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,,D_0__Bacteria,D_1__Bacteroidetes,D_2__Cytophagia,D_3__Cytophagales,D_4__Cytophagaceae,D_5__uncultured,D_6__uncultured Bacteroidetes bacterium,JN037907.1.1328,03: f_Cytophagaceae
JN037907.1.1328,D7.03,4,D7.03,7,DNA,D7(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Cytophagia,D_3__Cytophagales,D_4__Cytophagaceae,D_5__uncultured,D_6__uncultured Bacteroidetes bacterium,JN037907.1.1328,03: f_Cytophagaceae
JN037907.1.1328,D7.01,2,D7.01,7,DNA,D7(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,,D_0__Bacteria,D_1__Bacteroidetes,D_2__Cytophagia,D_3__Cytophagales,D_4__Cytophagaceae,D_5__uncultured,D_6__uncultured Bacteroidetes bacterium,JN037907.1.1328,03: f_Cytophagaceae
JN037907.1.1328,D7.14,0,D7.14,7,DNA,D7(10kPa-N),No_Urea_10kPa,Without urea,10kPa,LM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Cytophagia,D_3__Cytophagales,D_4__Cytophagaceae,D_5__uncultured,D_6__uncultured Bacteroidetes bacterium,JN037907.1.1328,03: f_Cytophagaceae
JN037907.1.1328,D7.08,0,D7.08,7,DNA,D7(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Cytophagia,D_3__Cytophagales,D_4__Cytophagaceae,D_5__uncultured,D_6__uncultured Bacteroidetes bacterium,JN037907.1.1328,03: f_Cytophagaceae
JN037907.1.1328,D7.09,0,D7.09,7,DNA,D7(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,HM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Cytophagia,D_3__Cytophagales,D_4__Cytophagaceae,D_5__uncultured,D_6__uncultured Bacteroidetes bacterium,JN037907.1.1328,03: f_Cytophagaceae
JN037907.1.1328,D7.11,0,D7.11,7,DNA,D7(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,HM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Cytophagia,D_3__Cytophagales,D_4__Cytophagaceae,D_5__uncultured,D_6__uncultured Bacteroidetes bacterium,JN037907.1.1328,03: f_Cytophagaceae
JN037907.1.1328,D7.15,0,D7.15,7,DNA,D7(10kPa-N),No_Urea_10kPa,Without urea,10kPa,LM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Cytophagia,D_3__Cytophagales,D_4__Cytophagaceae,D_5__uncultured,D_6__uncultured Bacteroidetes bacterium,JN037907.1.1328,03: f_Cytophagaceae
JN037907.1.1328,D7.02,0,D7.02,7,DNA,D7(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Cytophagia,D_3__Cytophagales,D_4__Cytophagaceae,D_5__uncultured,D_6__uncultured Bacteroidetes bacterium,JN037907.1.1328,03: f_Cytophagaceae
JN037907.1.1328,D7.13,0,D7.13,7,DNA,D7(10kPa-N),No_Urea_10kPa,Without urea,10kPa,LM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Cytophagia,D_3__Cytophagales,D_4__Cytophagaceae,D_5__uncultured,D_6__uncultured Bacteroidetes bacterium,JN037907.1.1328,03: f_Cytophagaceae
JN037907.1.1328,D7.10,0,D7.10,7,DNA,D7(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,HM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Cytophagia,D_3__Cytophagales,D_4__Cytophagaceae,D_5__uncultured,D_6__uncultured Bacteroidetes bacterium,JN037907.1.1328,03: f_Cytophagaceae
JN037907.1.1328,D14.08,81,D14.08,14,DNA,D14(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Cytophagia,D_3__Cytophagales,D_4__Cytophagaceae,D_5__uncultured,D_6__uncultured Bacteroidetes bacterium,JN037907.1.1328,03: f_Cytophagaceae
JN037907.1.1328,D14.06,48,D14.06,14,DNA,D14(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Cytophagia,D_3__Cytophagales,D_4__Cytophagaceae,D_5__uncultured,D_6__uncultured Bacteroidetes bacterium,JN037907.1.1328,03: f_Cytophagaceae
JN037907.1.1328,D14.07,30,D14.07,14,DNA,D14(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Cytophagia,D_3__Cytophagales,D_4__Cytophagaceae,D_5__uncultured,D_6__uncultured Bacteroidetes bacterium,JN037907.1.1328,03: f_Cytophagaceae
JN037907.1.1328,D14.04,10,D14.04,14,DNA,D14(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Cytophagia,D_3__Cytophagales,D_4__Cytophagaceae,D_5__uncultured,D_6__uncultured Bacteroidetes bacterium,JN037907.1.1328,03: f_Cytophagaceae
JN037907.1.1328,D14.03,7,D14.03,14,DNA,D14(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Cytophagia,D_3__Cytophagales,D_4__Cytophagaceae,D_5__uncultured,D_6__uncultured Bacteroidetes bacterium,JN037907.1.1328,03: f_Cytophagaceae
JN037907.1.1328,D14.02,4,D14.02,14,DNA,D14(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Cytophagia,D_3__Cytophagales,D_4__Cytophagaceae,D_5__uncultured,D_6__uncultured Bacteroidetes bacterium,JN037907.1.1328,03: f_Cytophagaceae
JN037907.1.1328,D21.08,196,D21.08,21,DNA,D21(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Cytophagia,D_3__Cytophagales,D_4__Cytophagaceae,D_5__uncultured,D_6__uncultured Bacteroidetes bacterium,JN037907.1.1328,03: f_Cytophagaceae
JN037907.1.1328,D21.01,41,D21.01,21,DNA,D21(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Cytophagia,D_3__Cytophagales,D_4__Cytophagaceae,D_5__uncultured,D_6__uncultured Bacteroidetes bacterium,JN037907.1.1328,03: f_Cytophagaceae
JN037907.1.1328,D21.04,18,D21.04,21,DNA,D21(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Cytophagia,D_3__Cytophagales,D_4__Cytophagaceae,D_5__uncultured,D_6__uncultured Bacteroidetes bacterium,JN037907.1.1328,03: f_Cytophagaceae
JN037907.1.1328,D21.16,0,D21.16,21,DNA,D21(10kPa-N),No_Urea_10kPa,Without urea,10kPa,LM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Cytophagia,D_3__Cytophagales,D_4__Cytophagaceae,D_5__uncultured,D_6__uncultured Bacteroidetes bacterium,JN037907.1.1328,03: f_Cytophagaceae
JN037907.1.1328,D21.11,0,D21.11,21,DNA,D21(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,HM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Cytophagia,D_3__Cytophagales,D_4__Cytophagaceae,D_5__uncultured,D_6__uncultured Bacteroidetes bacterium,JN037907.1.1328,03: f_Cytophagaceae
JN037907.1.1328,D21.10,0,D21.10,21,DNA,D21(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,HM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Cytophagia,D_3__Cytophagales,D_4__Cytophagaceae,D_5__uncultured,D_6__uncultured Bacteroidetes bacterium,JN037907.1.1328,03: f_Cytophagaceae
JN037907.1.1328,D21.09,0,D21.09,21,DNA,D21(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,HM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Cytophagia,D_3__Cytophagales,D_4__Cytophagaceae,D_5__uncultured,D_6__uncultured Bacteroidetes bacterium,JN037907.1.1328,03: f_Cytophagaceae
JN037907.1.1328,D35.07,655,D35.07,35,DNA,D35(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Cytophagia,D_3__Cytophagales,D_4__Cytophagaceae,D_5__uncultured,D_6__uncultured Bacteroidetes bacterium,JN037907.1.1328,03: f_Cytophagaceae
JN037907.1.1328,D35.05,631,D35.05,35,DNA,D35(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Cytophagia,D_3__Cytophagales,D_4__Cytophagaceae,D_5__uncultured,D_6__uncultured Bacteroidetes bacterium,JN037907.1.1328,03: f_Cytophagaceae
JN037907.1.1328,D35.06,308,D35.06,35,DNA,D35(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Cytophagia,D_3__Cytophagales,D_4__Cytophagaceae,D_5__uncultured,D_6__uncultured Bacteroidetes bacterium,JN037907.1.1328,03: f_Cytophagaceae
JN037907.1.1328,D35.03,178,D35.03,35,DNA,D35(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Cytophagia,D_3__Cytophagales,D_4__Cytophagaceae,D_5__uncultured,D_6__uncultured Bacteroidetes bacterium,JN037907.1.1328,03: f_Cytophagaceae
JN037907.1.1328,D35.01,112,D35.01,35,DNA,D35(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Cytophagia,D_3__Cytophagales,D_4__Cytophagaceae,D_5__uncultured,D_6__uncultured Bacteroidetes bacterium,JN037907.1.1328,03: f_Cytophagaceae
JN037907.1.1328,D35.02,108,D35.02,35,DNA,D35(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Cytophagia,D_3__Cytophagales,D_4__Cytophagaceae,D_5__uncultured,D_6__uncultured Bacteroidetes bacterium,JN037907.1.1328,03: f_Cytophagaceae
JN037907.1.1328,D63.06,456,D63.06,63,DNA,D63(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Cytophagia,D_3__Cytophagales,D_4__Cytophagaceae,D_5__uncultured,D_6__uncultured Bacteroidetes bacterium,JN037907.1.1328,03: f_Cytophagaceae
JN037907.1.1328,D63.07,256,D63.07,63,DNA,D63(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Cytophagia,D_3__Cytophagales,D_4__Cytophagaceae,D_5__uncultured,D_6__uncultured Bacteroidetes bacterium,JN037907.1.1328,03: f_Cytophagaceae
JN037907.1.1328,D63.01,253,D63.01,63,DNA,D63(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Cytophagia,D_3__Cytophagales,D_4__Cytophagaceae,D_5__uncultured,D_6__uncultured Bacteroidetes bacterium,JN037907.1.1328,03: f_Cytophagaceae
JN037907.1.1328,D63.02,239,D63.02,63,DNA,D63(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Cytophagia,D_3__Cytophagales,D_4__Cytophagaceae,D_5__uncultured,D_6__uncultured Bacteroidetes bacterium,JN037907.1.1328,03: f_Cytophagaceae
JN037907.1.1328,D63.05,222,D63.05,63,DNA,D63(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Cytophagia,D_3__Cytophagales,D_4__Cytophagaceae,D_5__uncultured,D_6__uncultured Bacteroidetes bacterium,JN037907.1.1328,03: f_Cytophagaceae
JN037907.1.1328,D63.03,46,D63.03,63,DNA,D63(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Cytophagia,D_3__Cytophagales,D_4__Cytophagaceae,D_5__uncultured,D_6__uncultured Bacteroidetes bacterium,JN037907.1.1328,03: f_Cytophagaceae
JN037907.1.1328,D63.09,0,D63.09,63,DNA,D63(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,HM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Cytophagia,D_3__Cytophagales,D_4__Cytophagaceae,D_5__uncultured,D_6__uncultured Bacteroidetes bacterium,JN037907.1.1328,03: f_Cytophagaceae
JN037907.1.1328,D63.10,0,D63.10,63,DNA,D63(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,HM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Cytophagia,D_3__Cytophagales,D_4__Cytophagaceae,D_5__uncultured,D_6__uncultured Bacteroidetes bacterium,JN037907.1.1328,03: f_Cytophagaceae
JN037907.1.1328,D63.14,0,D63.14,63,DNA,D63(10kPa-N),No_Urea_10kPa,Without urea,10kPa,LM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Cytophagia,D_3__Cytophagales,D_4__Cytophagaceae,D_5__uncultured,D_6__uncultured Bacteroidetes bacterium,JN037907.1.1328,03: f_Cytophagaceae
JN037907.1.1328,D63.11,0,D63.11,63,DNA,D63(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,HM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Cytophagia,D_3__Cytophagales,D_4__Cytophagaceae,D_5__uncultured,D_6__uncultured Bacteroidetes bacterium,JN037907.1.1328,03: f_Cytophagaceae
JN037907.1.1328,D63.15,0,D63.15,63,DNA,D63(10kPa-N),No_Urea_10kPa,Without urea,10kPa,LM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Cytophagia,D_3__Cytophagales,D_4__Cytophagaceae,D_5__uncultured,D_6__uncultured Bacteroidetes bacterium,JN037907.1.1328,03: f_Cytophagaceae
JN037907.1.1328,D63.13,0,D63.13,63,DNA,D63(10kPa-N),No_Urea_10kPa,Without urea,10kPa,LM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Cytophagia,D_3__Cytophagales,D_4__Cytophagaceae,D_5__uncultured,D_6__uncultured Bacteroidetes bacterium,JN037907.1.1328,03: f_Cytophagaceae
AJ318117.1.1500,D0.10,1,D0.10,0,DNA,D0(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__Clostridiaceae 1,D_5__Clostridium sensu stricto 1,D_6__uncultured bacterium,AJ318117.1.1500,04: g_Clostridium sensu 
AJ318117.1.1500,D0.08,1,D0.08,0,DNA,D0(10kPa+N),Urea_10kPa,With urea,10kPa,,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__Clostridiaceae 1,D_5__Clostridium sensu stricto 1,D_6__uncultured bacterium,AJ318117.1.1500,04: g_Clostridium sensu 
AJ318117.1.1500,D0.13,1,D0.13,0,DNA,D0(10kPa-N),No_Urea_10kPa,Without urea,10kPa,,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__Clostridiaceae 1,D_5__Clostridium sensu stricto 1,D_6__uncultured bacterium,AJ318117.1.1500,04: g_Clostridium sensu 
